######################################################################  Penguins
Priceless HS Penguins,PNG
QB,Aphran Aaron,23,2014,61,51,54,53,56,60,8.5,3
K,Bob McDon,21,2015,66,60,68,66,61,60,3,2
S,Malcom Vile,21,2015,63,57,63,60,58,70,3,2
CB,Knight Stone,27,2009,60,61,69,66,60,59,3,2
CB,Kris Woodson,32,2003,65,63,68,58,61,63,3,2
CB,Shaun Jerrick,30,2006,66,60,60,49,51,58,3,2
CB,Richard Redd,25,2013,60,58,51,50,62,60,3,2
CB,Cody Keyshawn,24,2014,58,57,60,38,49,51,3,2
CB,Bash Yellow,26,2010,47,56,67,48,57,49,3,2
DL,Harald Clamp,24,2012,51,50,60,53,46,44,3,2
DL,Georgio Bit,26,2010,60,40,55,48,45,40,3,2
DL,Peter Jazz,27,2009,55,49,46,60,41,42,3,2
DL,Joey Fyce,30,2007,41,60,49,51,44,37,3,2
DL,Dwayne Pupper,29,2009,40,51,50,48,45,42,3,2
DL,Mark Chain,26,2011,42,57,37,40,43,54,3,2
DL,Gregory Green,21,2015,41,48,38,49,40,37,3,2
DL,Kobey Ying,24,2013,41,39,46,50,38,29,3,2
LB,Johnathon Tie,33,2004,70,50,69,70,69,61,3,2
LB,Miles Yallonda,34,2002,61,41,67,65,64,63,3,2
LB,Fernando Hill,23,2014,60,53,59,67,60,58,3,2
LB,Randy Howard,23,2014,61,46,44,59,62,70,3,2
LB,Kyle Dove,22,2015,63,37,39,48,60,59,3,2
LB,Craig Diset,24,2011,60,32,41,66,45,37,3,2
END_PLAYERS
######################################################################  Free Masons 
NAP Academy Free Masons,NAM
QB,Jee Sis,35,2002,64,68,53,63,62,54,3,2
QB,Chris Washington,25,2012,58,59,60,57,61,58,3,2
RB,Basquait Franklin,23,2015,70,55,61,70,59,60,3,2
RB,Patrick Jackson,26,2013,68,54,70,58,60,59,3,2
RB,Calvin Bluesky,36,2002,67,66,59,63,66,54,3,2
RB,Denzel Wright,26,2013,64,54,60,58,66,58,3,2
WR,Linlgling Chong,21,2015,69,66,58,54,69,70,3,2
WR,Carl Reverse,27,2010,58,61,55,61,48,62,3,2
WR,Jake Finn,27,2011,63,54,48,61,58,55,3,2
WR,Freddo Jason,23,2015,60,59,66,57,63,54,3,1
WR,Alanzo Rookie,24,2014,63,48,51,66,48,48,3,2
WR,Angel Hoiet,24,2014,59,60,57,63,53,54,3,2
OL,Marion Phone,26,2012,54,67,50,51,58,64,3,2
OL,Tracy Lemon,32,2005,60,68,48,43,60,49,3,2
OL,Marshall Bobo,34,2002,53,59,60,38,60,57,3,2
OL,Lucas Keline,23,2015,47,63,45,32,41,60,3,2
OL,Lorian Ball,24,2013,59,56,48,41,42,50,3,2
OL,Babe Hummer,26,2012,60,68,42,33,32,39,3,2
OL,Faulk Honey,22,2015,53,49,44,40,40,33,3,2
OL,Mike Aria,25,2012,51,52,43,45,43,32,3,2
OL,Renay Biz,23,2014,43,55,40,41,37,41,3,2
OL,Ness Mann,26,2013,42,53,44,38,32,34,3,2
K,Deshwan Cut,21,2015,65,73,66,68,76,63,3,2
K,Kyle Love,29,2008,70,68,59,55,72,66,3,2
S,Peetey Look,26,2012,75,79,78,80,74,71,3,2
S,Howard Monday,22,2015,78,65,79,80,70,75,3,2
CB,Bob Bye,21,2015,70,73,66,77,70,74,3,2
CB,Kayce Cat,30,2006,68,69,67,71,69,69,3,2
CB,Tim Alabama,29,2008,72,66,61,70,66,70,3,2
CB,Martin Dream,33,2002,73,70,60,69,64,66,3,2
CB,Barrak And,27,2000,64,6571,68,63,62,3,2
CB,Michel Le,25,2012,69,70,63,70,60,60,3,2
DL,Oba Mas,22,2015,65,60,69,70,61,80,3,2
DL,Bear Gran,24,2013,64,58,60,68,66,74,3,2
DL,Troy Robinson,25,2012,66,60,52,66,65,72,3,2
DL,Meech Dad,26,2011,60,63,54,61,70,64,3,2
DL,Bryan Heat,26,2012,70,54,55,70,73,61,3,2
DL,Cameron View,31,2004,61,65,53,64,62,68,3,2
DL,Richmond Tunt,24,2011,62,60,60,63,66,60,3,2
DL,Tiki South,22,2015,64,61,58,57,60,57,3,2
DL,Russell Galloway,22,2015,60,58,70,76,79,80,3,2
LB,David Bird,34,2002,62,64,73,77,69,78,3,2
LB,James Megan,30,2009,66,59,71,69,70,68,3,2
LB,Evan Sinior,21,2015,61,63,68,70,66,71,3,2
LB,Matt Ford,23,2014,59,60,72,67,71,64,3,2
LB,Gill Hanson,23,2015,63,54,66,66,58,61,3,2
LB,Robert Tika,29,2008,57,61,66,68,59,3,2
LB,Jeff Tann,24,2013,54,56,67,61,53,54,3,2
END_PLAYERS
######################################################################  Monkies 
Christian HS Monkies,CM
QB,Aristotle Bottle,24,2014,61,65,70,63,60,76,3,2
QB,Mega Deserve,26,2012,60,59,68,59,66,70,3,2
QB,Once Drako,21,2015,60,55,70,66,54,67,3,2
RB,Chance Ash,27,2011,64,58,71,56,70,72,3,2
RB,Jason Pittman,30,2004,65,66,76,60,58,59,3,2
RB,Oscur Hillington,33,2005,58,70,65,76,58,66,3,2
RB,Casper Alistor,21,2015,67,60,50,48,60,61,3,2
RB,Ernie Wilder,26,2012,65,58,50,55,71,60,3,2
WR,Barney Flint,24,2014,70,68,71,66,58,61,3,2
WR,Jarome Deckor,25,2013,68,66,69,63,70,60,3,2
WR,Tippy Clay,33,2004,71,66,68,70,55,58,3,2
WR,Guss Cruz 28,2009,64,66,70,58,61,55,3,2
WR,Plat Socker,29,2008,58,60,55,70,66,50,3,2
WR,Neesan Dakota,33,2003,61,54,48,61,71,48,3,2
OL,Logan Tadpear,24,2013,63,56,70,69,71,61,3,2
OL,Alexis White,26,2013,65,60,66,61,67,58,3,2
OL,Danny Crowder,29,2010,60,50,63,60,68,57,3,2
OL,Rico Montang,34,2002,66,51,56,53,61,54,3,2
OL,Paul Britt,22,2014,64,60,54,50,53,49,3,2
OL,Dale Fisher,30,2006,61,63,51,59,60,40,3,2
OL,Yoshi Akumura,25,2015,58,49,61,55,58,43,3,2
OL,Hector Posh,25,2014,61,48,63,50,53,46,3,2
OL,Brock Hoop,30,2005,55,40,44,53,47,46,3,2
OL,Lazlo Seven,28,2012,61,63,50,46,44,49,3,2
K,Eric Reach,23,2015,65,61,70,60,60,67,3,2
K,Van Cumberland,31,2004,64,62,65,57,61,63,3,2
K,Babe Reinsberg,29,2007,61,60,60,58,60,60,3,2
S,Andre Fayth,27,2009,64,75,70,75,76,67,3,2
S,Fry Zoidbrack,24,2013,65,68,73,72,71,68,3,2
CB,Homer Dessly,22,2015,81,69,80,79,82,70,3,2
CB,Chaz Nasis,24,2013,76,69,75,78,80,72,3,2
CB,Samuel Ellen,25,2012,77,68,78,69,76,71,3,2
CB,Jerrico Otarl,27,2010,73,69,71,68,74,70,3,2
CB,Dustin Raish,33,2003,70,66,76,66,80,68,3,2
CB,Manny Green,24,2015,68,70,68,69,74,66,3,2
DL,Borus Sheppard,23,2015,68,79,74,64,66,68,3,2
DL,Allen Choser,33,2004,71,73,66,70,65,61,3,2
DL,Olswald Stone,25,2013,66,68,73,60,70,65,3,2
DL,Antonio Dude,24,2014,72,63,66,70,65,60,3,2
DL,Garry West,27,2010,60,66,61,70,60,60,3,2
DL,Joshua Tiger,26,2011,63,58,60,66,58,57,3,2
DL,Otis Wellington,24,2013,60,57,53,59,61,60,3,2
DL,Tanner Glacier,23,2014,48,49,60,56,63,58,3,2
LB,Alfred Pennywood,32,2005,75,70,77,78,66,77,3,2
LB,Xavier Acute,28,2011,76,67,66,68,70,69,3,2
LB,Darren Chester,26,2014,75,60,55,73,58,60,3,2
LB,Torey Roberston,35,2002,70,59,70,68,60,59,3,2
LB,Victor Thomason,22,2015,68,60,59,57,53,61,3,2
LB,Abraham Lee,24,2012,64,61,50,52,54,46,3,2
END_PLAYERS
######################################################################  Gorillaz 
Smith Luther Dr. HS Gorillaz,SLG
QB,Chris Jones,23,2014,76,85,88,87,78,83,3,2
QB,Leshawn Dillard,25,2012,77,80,69,73,81,76,3,2
QB,Emitt Lewis,23,2014,68,80,77,64,66,70,3,2
RB,Philip Thomas,28,2013,81,73,85,84,86,80,3,2
RB,Darnell Ernest,33,2005,81,64,75,87,85,78,3,2
RB,Tyson Lysson,27,2010,80,68,70,69,83,77,3,2
RB,Howard Grey,26,2011,76,71,64,70,66,73,3,2
WR,Isaac Peyton,22,2015,79,69,83,68,89,84,3,2
WR,John Carlson,26,2012,75,74,80,65,88,83,3,2
WR,Paul Howard,24,2013,70,64,71,60,76,81,3,2
WR,Luis Airington,28,2009,73,71,66,61,72,77,3,2
WR,Garry Pitt,21,2015,69,71,66,64,70,75,3,2
WR,Nathan Ship,32,2006,76,70,62,61,74,81,3,2
WR,Joseph White,24,2014,74,71,69,58,78,80,3,2
OL,Devon Smith,26,2012,69,81,79,86,84,79,3,2
OL,Marius Brown,23,2014,70,78,85,78,81,78,3,2
OL,Eli Davison,23,2013,68,76,84,80,79,81,3,2
OL,Joshua Hewy,25,2011,74,82,73,83,74,70,3,2
OL,Michon Tell,30,2008,77,77,81,68,70,64,3,2
OL,Larry Bradwood,35,2003,68,73,80,71,66,60,3,2
OL,Jaylon Wilson,22,2015,71,68,70,76,61,70,3,2
OL,Kenny Black,27,2011,69,66,58,71,69,58,3,2
OL,Daniel Cartwright,24,2012,73,63,71,54,50,48,3,2
OL,Jaquarius Delion,28,2009,70,66,51,60,55,40,3,2
OL,Micheal Patty,24,2014,74,62,60,57,60,58,3,2
K,Kim Nguen,28,2013,64,60,77,85,63,64,3,2
K,Jessie Ashford,28,2009,65,63,58,84,71,60,3,2
S,Fred Hernandez,30,2006,71,77,80,84,82,78,3,2
S,Cameron Bolt,36,2000,72,76,83,81,80,72,3,2
CB,Elroy Joana,32,2004,80,76,76,80,78,76,3,2
CB,Emmanuel Hadd,28,2009,79,77,75,79,81,80,3,2
CB,Gabriel Wienzer,26,2013,75,73,76,76,80,80,3,2
CB,Abraham Patrick,25,2013,74,81,80,69,66,70,3,2
CB,Henry Alaska,25,2013,77,76,69,75,76,70,3,2
CB,Ryan Lish,23,2015,71,80,68,67,66,73,3,2
DL,Enoch Goat,28,2009,85,76,86,85,77,83,3,2
DL,Cesar Gay,23,2014,80,78,77,80,76,82,3,2
DL,George Rueben,26,2012,71,73,76,80,68,83,3,2
DL,John Went,30,2006,69,71,68,78,70,81,3,2
DL,Aston Lamb,33,2001,70,63,61,76,65,86,3,2
DL,Nicholas Flask,31,2007,67,58,60,74,60,80,3,2
DL,Juliun Texas,25,2012,57,60,70,73,61,76,3,2
DL,Alexander New,28,2008,60,61,63,71,73,70,3,2
LB,Jaocb Gate,22,2015,86,83,84,88,86,83,3,2
LB,William Lopez,27,2012,88,80,81,84,83,86,3,2
LB,Jerry York,33,2004,79,80,80,83,80,81,3,2
LB,Blake Teen,30,2007,71,75,76,80,77,83,3,2
LB,Arnesto Door,29,2010,75,68,71,71,69,80,3,2
LB,Jose Flowers,29,2008,73,66,69,66,70,81,3,2
END_PLAYERS
######################################################################  Clovers
Cherrywood Hazel HS Clovers,CHC
QB,Tom Sue,26,2010,73,76,68,81,70,77,3,2
QB,Allen Puff,25,2012,76,69,71,76,76,70,3,2
RB,Gary Jexter,22,2015,73,70,75,81,80,78,3,2
RB,Bob Mars,28,2009,78,69,71,76,75,71,3,2
RB,Andy Banks,29,2007,75,58,68,68,76,80,3,2
RB,Johnny Brave,31,2006,68,70,61,66,70,75,3,2
WR,Klayton Penny,23,2014,81,83,71,70,80,77,3,2
WR,Terrence Buff,25,2012,78,69,75,73,79,73,3,2
WR,Benjamen Church,26,2011,66,59,84,69,77,83,3,2
WR,Ashley McQueen,24,2012,70,75,69,70,66,75,3,2
WR,Nate Taralson,28,2008,71,64,63,57,68,80,3,2
WR,Mark Lavaca,31,2005,68,51,61,48,61,59,3,2
OL,Bruce Hunter,24,2012,83,81,78,85,80,73,3,2
OL,Aquan Clowney,33,2003,76,69,83,84,69,75,3,2
OL,Sunny Orlean,24,2012,81,75,66,71,63,70,3,2
OL,Kennedy Dejavu,27,2009,76,70,71,70,69,61,3,2
OL,Loyd Quarter,25,2011,71,68,70,61,59,70,3,2
OL,Buck Rogers,26,2010,66,70,63,45,67,61,3,2
OL,Rueben Space,29,2007,61,58,47,69,70,60,3,2
OL,Thomas Golf,30,2006,50,60,61,73,53,69,3,2
OL,Cleophas 24,2012,60,51,50,48,68,70,3,2
OL,Hale Dance,23,2015,7045,60,57,60,53,3,2
K,Stan Basher,28,2008,79,78,75,69,80,48,3,2
K,Cosmo Mook,23,2015,80,76,72,79,83,58,3,2
S,Dean Combs,23,2013,73,72,68,75,71,66,3,2
S,Jay Tanner,26,2011,71,66,71,67,71,60,3,2
CB,Duke Gas,25,2013,73,69,64,73,75,68,3,2
CB,Arnold Park 24,2013,73,60,71,70,65,65,3,2
CB,Bear Cent,33,2003,71,66,70,61,68,71,3,2
CB,George Peyton,30,2006,69,63,70,68,66,58,3,2
CB,Harry Gate,26,2011,70,61,60,57,60,56,3,2
CB,Gregory Attack,26,2010,67,65,60,50,61,51,3,2
DL,Dylon Ten,24,2014,70,67,74,65,60,74,4,3
DL,Gustavo Rosa,29,2007,70,66,68,71,61,60,3,2
DL,Boaz Morph,31,2007,68,58,70,61,63,64,3,2
DL Eduardo,25,2012,67,70,66,57,61,66,3,2
DL,Clayton Goff,23,2015,66,54,70,58,54,58,3,2
DL,Bruce Sahara,24,2014,70,51,64,61,58,64,3,2
DL,Tracey Baker,34,2004,59,58,60,56,57,60,3,2
DL,Clark May,33,2002,60,51,65,50,68,47,3,2
DL,Judas Pion,28,2006,71,88,75,63,71,76,3,2
LB,Eagle Whet,29,2005,68,70,71,61,67,76,3,2
LB,Decon Johnson,26,2011,72,60,68,57,63,71,3,3
LB,Hon Petterson,26,2010,64,61,63,60,58,70,3,2
LB,Tony Blake,23,2013,71,58,48,60,61,73,3,2
LB,Jordan Wash,30,2004,66,57,58,50,61,74,3,2
END_PLAYERS
######################################################################  Deer
C.G. Baptist HS Deer,CBD
QB,Kevin Coach,24,2013,63,65,60,59,66,54,3,2
QB,Douge Knight,26,2010,61,62,61,60,57,56,3,2
RB,Baldwin,23,2014,65,60,69,74,65,67,3,2
RB,Hunter Cash,30,2006,63,56,63,64,66,68,3,2
RB,Clifford Rex,26,2010,65,56,61,63,56,67,3,2
RB,Boris Leagan,22,2015,60,54,60,59,51,60,3,2
WR,Morgan Black,25,2011,57,66,58,69,59,57,2,1
WR,Niel Center,27,2012,53,60,54,61,64,56,3,2
WR,Justin Morales,26,2011,52,58,51,58,60,50,3,2
WR,Russell Brooke,29,2009,60,56,46,60,53,52,3,2
WR,Baim Utah,30,2008,54,60,50,57,52,54,3,2
WR,Kenny Pone,34,2002,51,58,47,58,60,45,3,2
OL,Gabe Micah,25,2012,69,68,66,70,70,66,3,2
OL,Spike Foxx,22,2015,61,67,69,70,71,62,3,2
OL,Nico Titan,24,2013,70,61,68,71,66,63,4,2
OL,James Snow,33,2005,63,66,64,68,69,65,3,2
OL,Jeremy Ryan,30,2007,53,66,69,70,63,61,3,2
OL,Caleb Brady,24,2014,72,62,65,53,61,58,3,2
OL,Joshua Mandox,23,2014,64,59,59,63,60,61,3,2
OL,Andy Knowles,24,2013,60,58,63,57,63,48,3,2
OL,Norton Class,26,2011,58,44,66,54,68,41,3,2
OL,Mookey Class,31,2005,66,61,54,53,52,51,3,2
OL,Erick Eye,34,2003,61,44,48,53,46,51,3,2
K,Amdromeda My,30,2003,63,68,69,70,60,63,3,2
K,Gilbert Redd,27,2012,61,64,60,60,65,67,3,2
S,Scott Franklin,26,2011,60,65,54,58,55,66,3,2
S,Guy Mario,23,2014,57,56,51,53,60,51,3,2
CB,Kanye Rookie,22,2015,55,61,54,64,61,52,3,2
CB,Maleek Tumor,34,2004,55,62,54,57,56,53,3,2
CB,Cassidy Echo,25,2012,56,57,50,49,60,51,3,3
CB,Ugine Silver,31,2004,51,61,56,50,48,45,3,2
CB,Redd Nutt,28,2007,50,52,45,56,51,54,3,2
CB,Derrick Blue,30,2009,53,59,42,44,51,46,3,2
DL,Isaac Doris,26,2014,68,61,67,61,67,65,3,2
DL,Gunner Physical,30,2006,61,58,60,59,61,60,3,2
DL,Adam Heart,23,2014,58,61,57,56,58,58,3,2
DL,Cesar Charmy,22,2015,56,60,60,50,56,60,3,2
DL,Rudy Ybur,33,2004,55,63,54,50,53,56,3,2
DL,Stephen Sight,27,2008,51,61,53,52,60,50,3,2
DL,Marlon Wallace,22,2015,48,49,51,47,50,56,3,2
LB,Lucky Jakcson,25,2012,45,50,43,47,50,44,6,3
LB,Ray Washington,31,2005,65,59,68,70,66,58,3,2
LB,Luigi Green,27,2008,68,60,59,66,64,60,3,2
LB,Wayne Black,23,2014,58,69,61,55,54,60,3,2
LB,Linke Wishbone,25,2011,61,55,52,56,51,53,3,2
LB,Roman Sagan,22,2015,54,59,50,60,56,48,3,2
LB,Elias Tyson,24,2013,56,54,46,49,60,44,3,2
END_PLAYERS
######################################################################  Ground Hogs 
Mia HS Groundhogs,MHG
QB,Fernando Deljua,24,2014,55,49,50,55,60,40,3,2
QB,Gasper Jule,24,2013,54,48,49,51,57,44,3,2
RB,Micheal Porch,26,2011,60,61,68,51,69,58,3,2
RB,Boy Scoott,25,2013,58,57,66,59,66,48,3,2
RB,Nico Shane,32,2005,61,60,65,60,47,55,3,2
RB,Kawai Ishaun,28,2010,63,53,61,58,59,49,3,2
RB,Edgar Twitter,25,2012,58,54,60,53,52,51,3,2
WR,Ruppert Sayers,23,2014,61,66,65,67,62,56,3,2
WR,Colt Lexington,26,2011,66,58,67,68,65,69,3,2
WR,Comrade Luther,25,2012,67,66,57,66,65,61,3,2
WR,Calvin Smith,24,2013,58,63,61,57,58,55,3,2
WR,Simon Avion,24,2013,68,61,60,54,48,44,3,2
WR,Senior Davis,26,2012,53,51,58,47,46,45,3,2
OL,Robert Corey,24,2014,67,60,60,57,58,66,3,2
OL,Shaun Want,32,2006,65,61,61,59,49,64,3,2
OL,Marlon Want,28,2010,63,60,58,53,50,61,3,2
OL,Marius Want,25,2012,58,59,55,51,43,57,3,2
OL,Damion Want,23,2014,60,48,56,50,44,58,3,2
OL,Daryl Kind,26,2011,49,53,48,47,50,60,3,2
OL,Kennedy Kobe,25,2012,48,46,52,50,48,53,3,2
OL,Avant Avery,24,2013,45,43,50,43,49,60,3,2
OL,Larry Kisser,24,2013,40,39,49,41,46,55,3,2
OL,Johnny Unite,32,2006,41,37,44,47,41,54,3,2
OL,Gill Hardaway,36,2003,38,42,48,43,35,45,3,2
K,Scott James,28,2008,60,57,64,58,59,63,3,2
K,Lamar Polver,28,2009,63,61,54,53,53,60,3,2
S,Troy Vexter,24,2013,53,51,48,49,54,48,3,2
S,Joe South,25,2012,52,52,50,47,51,50,3,2
S,Tim Freeman,32,2006,50,47,53,46,50,46,3,2
CB,Pay East,28,2009,49,49,51,49,46,48,3,2
CB,Klier Ralley,24,2013,47,45,49,50,46,47,3,2
CB,Winzer North,26,2011,49,48,44,50,48,43,3,2
CB,Dexter Lancaster,26,2011,46,50,42,47,50,41,4,3
CB,Lamont West,25,2014,49,41,49,43,47,46,3,2
CB,Tristen Upp,30,2008,50,44,48,41,43,38,3,2
DL,Lewist Down,23,2014,64,56,60,67,66,60,3,2
DL,Clyde Left,27,2010,60,54,62,69,68,56,3,2
DL,Bradley Right,22,2015,66,55,57,61,59,66,3,2
DL,Riley Lucy,32,2006,63,60,55,60,56,53,3,2
DL,Jasey Tightie,26,2013,59,61,56,64,53,50,3,2
DL,Baxter Grove,26,2012,57,52,59,58,58,50,3,2
DL,Milton Gresh,33,2004,55,46,58,49,59,58,3,2
DL,Morgan Oscar,25,2014,53,49,59,47,57,56,3,2
LB,Eddy Carl,24,2013,53,51,55,49,54,52,3,2
LB,Steve Jake,28,2009,51,52,56,44,48,55,3,2
LB,Cam Corey,33,2005,42,43,44,61,47,50,3,2
LB,Chad Cruz,24,2013,46,41,50,43,48,47,3,2
LB,Chris Vision,24,2013,39,46,47,48,50,44,3,2
LB,Sean Warren,25,2012,46,41,37,38,41,43,3,2
END_PLAYERS
######################################################################  Monsters 
Athletic Academy Monsters,AAM
QB,Cole Winter,23,2015,64,70,51,64,68,60,3,2
QB,Aaron Young,25,2012,61,65,47,61,66,59,3,2
RB,Willie Leed,33,2003,68,78,76,85,68,70,3,2
RB,Dean Bleek,24,2014,76,69,74,69,71,76,3,2
RB,Eddie Green,24,2014,69,63,68,69,66,64,3,2
RB,Steven Oddel,22,2015,61,67,70,61,58,66,3,2
WR,Lenny Reed,32,2004,69,71,64,70,77,75,3,2
WR,Chip Ped,28,2008,70,68,63,69,80,69,3,2
WR,Lee Elk,24,2012,73,66,67,71,70,76,3,2
WR,Richie Catcher,23,2013,75,70,60,66,66,61,3,2
WR,Phillimin Year,26,2011,68,69,63,67,66,3,2
WR,Hon Sue,21,2015,71,61,65,63,62,63,3,2
OL,Al Kiel,25,2012,65,74,80,83,68,81,3,2
OL,Til Breeze,27,2010,76,68,71,75,66,68,3,2
OL,Wiegh Star,26,2011,81,71,80,71,60,75,3,2
OL,Joel Short,23,2014,68,66,65,64,66,70,3,2
OL,Terry Gain,30,2004,77,71,66,58,60,61,3,2
OL,Chris White,28,2008,69,65,53,61,60,55,3,2
OL,Chadwick Frost,27,2009,74,68,51,48,45,60,3,2
OL,Tim Man,21,2011,83,66,58,61,41,50,3,2
OL,Ian Jerry,34,2004,71,48,60,51,61,51,3,2
OL,Willie Rushing,23,2015,79,44,52,43,51,60,3,2
OL,Warren Tree,29,2002,70,43,42,39,60,50,3,2
OL,Eli New,33,2004,68,44,51,36,28,40,3,2
K,Don Close,34,2003,61,58,63,59,58,60,3,2
K,Ren Carry,29,2007,60,55,65,61,55,61,3,2
S,Bale Ty,25,2012,83,68,79,79,85,83,3,2
S,Eduardo Power,23,2015,79,82,75,80,81,83,3,2
S,Ray Tooey,26,2011,77,68,79,83,80,69,3,2
CB,Reece En,25,2013,81,79,75,75,80,69,3,2
CB,Roger Corex,22,2015,80,68,70,77,68,74,3,2
CB,Lodie Ginn,27,2009,75,78,61,77,78,69,3,2
CB,Kieth Einer,26,2012,68,74,81,66,78,77,3,2
CB,Giovanni Tery,30,2006,69,78,69,71,77,74,3,2
CB,Cedrick Santiago,22,2015,79,66,69,69,80,65,3,2
CB,Phade Spread,27,2009,80,71,60,69,64,73,3,2
DL,Willis Deep,25,2011,89,87,90,95,96,98,3,2
DL,Spike Cale,30,2006,88,89,93,94,93,97,3,2
DL,Leo Ginn,25,2010,94,78,91,99,95,99,3,2
DL,David Lincoln,30,2005,81,85,96,94,90,88,3,2
DL,Gan Numbers,24,2013,82,85,80,86,80,90,3,2
DL,Theodore Ann,27,2012,80,82,90,88,81,68,3,2
DL,Dwight Goodson,26,2010,79,78,79,74,83,82,3,2
LB,Barry Guns,28,2007,83,81,80,75,76,77,3,2
LB,John Titus,23,2014,82,77,74,86,81,86,3,2
LB,Jason Luke,27,2010,81,80,68,79,83,83,3,2
LB,Lin Peterson,23,2015,79,81,70,69,77,84,3,2
LB,Corey Jones,29,2006,83,75,74,77,81,80,3,2
LB,Tony Tillison,24,2012,79,81,68,73,72,77,3,2
LB,Charles Smith,30,2008,80,81,79,74,73,80,3,2
END_PLAYERS
######################################################################  Squirrels 
Dawn Wood Academy Squirrels,DAS
QB,Bill Shet,28,2008,64,66,60,68,63,61,3,2
QB,Joe Phillis,23,2015,69,58,62,69,62,59,3,2
RB,Al Zilker,21,2015,78,79,68,79,81,82,3,2
RB,Jim Finn,32,2004,75,68,71,68,79,85,3,2
RB,Phil Kent,30,2005,69,77,69,70,69,79,3,2
RB,Bill Winting,28,2008,70,69,73,74,69,72,3,2
WR,Dave Sance,26,2010,70,65,60,70,68,65,3,2
WR,Jack Turtle,25,2011,70,61,62,67,61,64,3,2
WR,Earl Pat,27,2008,68,67,58,61,62,68,3,2
WR,Dale Mill,23,2015,66,64,55,69,70,61,3,2
WR,Rick Paul,33,2004,71,61,59,71,61,61,3,2
WR,Pat Wirl,29,2006,60,66,71,64,60,57,3,2
WR,Alex Shine,22,2015,59,70,60,59,45,49,3,2
OL,Dick Male,34,2002,65,70,65,59,73,71,3,2
OL,Ed Dex,28,2008,68,69,66,64,70,70,3,2
OL,Fred Judge,22,2015,65,64,63,60,68,69,3,2
OL,Greg Zing,30,2007,64,67,60,63,69,63,3,2
OL,Bart Mall,29,2008,62,60,59,62,68,61,3,2
OL,Zack Heart,24,2012,68,59,61,61,66,57,3,2
OL,Cris Harry,27,2010,61,63,65,55,64,60,3,2
OL,Jeff Law,22,2015,59,60,68,59,61,60,3,2
OL,Luke Gar,28,2009,57,62,58,57,60,59,3,2
OL,Bob Steel,26,2011,55,56,68,53,60,57,3,2
K,Carl Judge,29,2007,68,72,70,73,65,58,3,2
K,Kerm Gan,25,2010,68,71,66,70,69,59,3,2
S,Lee Shee,28,2009,82,77,79,74,71,79,3,2
S,Bear Larn,23,2013,78,69,72,50,65,77,3,2
CB,Art Jute,26,2010,80,81,80,72,76,82,3,2
CB,Pete June,25,2011,81,77,81,69,80,83,3,2
CB,Erny Turn,29,2008,79,68,77,69,75,69,3,2
CB,Mike Porch,25,2014,72,65,73,72,70,71,3,2
CB,Sam Kibbi,27,2009,72,68,71,60,69,66,3,2
CB,Dirk Ted,32,2005,69,71,66,70,61,59,3,2
DL,Barn Jury,31,2004,60,73,71,72,65,58,3,2
DL,Diao Lopez,28,2008,65,70,67,65,61,64,3,2
DL,Mark Cha,29,2007,61,60,59,68,54,70,3,2
DL,Suge Brown,26,2010,62,63,52,60,58,60,3,2
DL,Drew Smith,31,2005,63,55,67,63,52,59,3,2
DL,Jame Chore,27,2009,60,50,59,60,61,56,3,2
DL,Hoey Bear,24,2012,54,560,59,63,69,58,3,2
DL,Rub Rich,25,2011,53,63,60,58,57,60,3,2
DL,Jory Flower,27,2009,50,59,48,63,60,52,3,2
LB,Jam Peter,29,2007,78,79,70,80,79,78,3,2
LB,Mathew Gore,33,2004,77,75,69,77,76,73,3,2
LB,Craig Deon,28,2008,80,69,66,80,71,69,3,2
LB,Bill Houston,25,2011,76,81,60,71,68,70,3,2
LB,Panel Vale,26,2010,80,68,73,69,74,60,3,2
LB,Jesse White,24,2012,73,71,70,66,63,75,3,2
END_PLAYERS
######################################################################  Guns
Central HS Guns,CG
QB,Rakeem Don,28,2009,63,68,59,72,75,61,3,2
QB,Semor Costis,26,2010,65,67,60,68,69,60,3,2
RB,Kale Anderson,23,2014,67,70,65,68,71,55,3,2
RB,Buch Fisher,25,2012,68,65,60,59,65,54,3,2
RB,Chris Coughmen,33,2004,65,69,67,61,60,58,3,2
RB,Horus Rithel,31,2005,59,55,61,57,53,61,3,2
WR,Dieon Racon,27,2011,72,59,69,76,76,69,67,3,2
WR,Malcom Beatle,26,2010,67,66,60,74,61,68,3,2
WR,Oswell Ransey,22,2015,66,61,59,69,63,62,3,2
WR,Jared Pyrox,29,2008,54,58,61,71,58,45,3,2
WR,Fabian Bishop,28,2010,61,51,63,64,60,66,3,2
WR,Ernest Cathenger,27,2011,73,63,80,69,75,3,2
OL,Ronde White,24,2013,75,64,70,73,70,72,3,2
OL,Avery Ashley,33,2004,80,61,76,68,69,69,3,2
OL,Rico Chiles,32,2005,68,60,70,63,62,65,3,2
OL,Terri Perkins,27,2011,61,52,60,62,60,3,2
OL,Jaison Tutty,26,20012,60,57,54,54,59,3,2
OL,Dobe Hernandez,22,2015,65,60,48,51,58,60,3,2
OL,Harlod George,28,2010,63,34,53,47,65,3,2
OL,Marvin Smith,29,2009,61,55,52,46,60,3,2
OL,Jet Parker,23,2013,69,59,50,50,51,3,2
OL,Sted Rackt,26,2012,48,53,47,51,48,50,3,2
